
https://miyamotointernational.com/wp-content/uploads/office-tokyo.jpg;Tokyo;Japan;Asia;;;;
https://www.ocallaghancollection.com/wp-content/uploads/2020/02/bridge-under-the-blue-sky-3566187-scaled-500x500.jpg;Dublin;Ireland;Europe;;;;
https://www.rejsefeber.dk/storage/ma/ab586f1e68d5480eb2cf03925be9518f/57378990cc4544eda64107fd69b1bf21/jpg/D6EF7CFD7C219AA2E073F99F509B50CB2E2A99C3/Gdansk%20port.jpg;Gdansk;Poland;Europe;;;;
https://www.greentechmedia.com/assets/content/cache/made/assets/content/cache/remote/https_assets.greentechmedia.com/content/images/articles/Seoul-South-Korea-Electricity-Grid-XL_500_500_80_s_c1.jpg;Seoul;South Korea;Asia;;;;
https://smithsonianassociates.org/ticketing/images/web-core-2022/istanbul-unveiled.jpg;Istanbul;Turkey;Asia;;;;
https://image.arrivalguides.com/500x500/15/366ce1486875fb28be1e9975e86361ba.jpg;Belgrade;Serbia;Europe;;;;
https://image.arrivalguides.com/500x500/04/8bd32beb344d4ac81797e03c60713644.jpg;Copenhagen;Denmark;Europe;;;;
https://hellobcnhostel.com/wp-content/uploads/2020/02/large-500x500.jpg;Barcelona;Spain;Europe;;;;
https://5.imimg.com/data5/SELLER/Default/2023/6/317084165/UB/HP/LN/45946006/luxury-krabi-phuket-bangkok-package-service-500x500.jpg;Phuket;Thailand;Asia;;;;
https://www.atheneum.ai/wp-content/uploads/2019/04/new-york.jpg;New York City;USA;North America;;;;
https://www.moneyguideireland.com/wp-content/uploads/london2.jpg;London;England;Europe;;;;
https://aircairo.com/storage/0_web-banner-500x500_4a55ec0e.jpg;Lisbon;Portugal;Europe;;;;
https://tripmasters-pictures.s3.amazonaws.com/images/apkg/1821/atlixoco_-_city-1737179-500.jpg;Mexico City;Mexico;North America;;;;
https://sgp1.digitaloceanspaces.com/tz-mag-ph/wp-content/uploads/2020/09/040409092121/metro-manila-nighttime-09-14-500x500.jpg;Manila;Philippines;Asia;;;;
https://pictures.tripmasters.com/images/packages1/romania/bucharest-oldtownstreets-500.jpg;Bucharest;Romania;Europe;;;;
https://pictures.tripmasters.com/images/apkg/988/montreal_-_aerial_view-1574622-500.jpg;Montreal;Canada;North America;;;;
https://image.arrivalguides.com/500x500/13/93c10ad33cc5f30fec50645d86f05688.jpg;Zurich;Switzerland;Europe;;;;
